chapter,section,axiom_number,fol,english
12,12.4,(12.37),(forall (s e) (iff (scaleFor s e) (exists (s1) (and (Hi s1 s) (forall (e1 x y) (if (and (at' e1 x y s1)(argn x 1 e)) (iff (Rexist e)(Rexist e1)))))))),An entity x has property e exactly when x is at a point in the Hi region of scale s - connects absolute adjectives to their underlying scales
12,12.4,(12.38),(forall (e x y s1 s) (if (and (at' e x y s1)(Hi s1 s)(etc)) (exists (c a g g1) (and (member e c)(goal g a) (or (causalComplex c g) (and (not' g1 g)(causalComplex c g1))))))),"If something is in the Hi region of a scale, then defeasibly that property plays a causal role in some agent's goal being achieved or not achieved"
13,13.1,(13.1),(nonNegInteger 0),Zero is a nonnegative integer
13,13.1,(13.2),(forall (n) (if (nonNegInteger n) (exists (n1) (and (nonNegInteger n1)(successor n1 n))))),Every nonnegative integer has a successor which is also a nonnegative integer
13,13.1,(13.3),(forall (n1 n) (if (successor n1 n) (and (nonNegInteger n1)(nonNegInteger n)))),The arguments of successor are nonnegative integers
13,13.1,(13.4),(and (successor 1 0)(successor 2 1)(successor 3 2) (successor 4 3)(successor 5 4)(successor 6 5) (successor 7 6)(successor 8 7)(successor 9 8) (successor 10 9)),Definition of integers 1 through 10 using successor relation
13,13.1,(13.5),(forall (n) (iff (posInteger n)(and (nonNegInteger n)(nequal n 0)))),A positive integer is any nonnegative integer except zero
13,13.1,(13.6),(not (exists (n) (and (nonNegInteger n)(successor 0 n)))),No nonnegative integer has zero as its successor
13,13.1,(13.7),(forall (n n1 n2) (if (and (successor n1 n)(successor n2 n)) (equal n1 n2))),Successors are unique - each number has exactly one successor
13,13.1,(13.8),(forall (n) (if (nonNegInteger n)(sum n n 0))),The sum of a number n and zero is n
13,13.1,(13.9),(forall (n n1 n2 n3 n4) (if (and (successor n3 n2)(sum n4 n1 n2)) (iff (sum n n1 n3)(successor n n4)))),Recursive definition of addition: n1 + S(n2) = S(n1 + n2)
13,13.1,(13.10),(forall (n1 n2 n3) (if (and (nonNegInteger n2)(nonNegInteger n3)(sum n1 n2 n3)) (nonNegInteger n1))),The nonnegative integers are closed under addition
13,13.1,(13.11),(forall (n n1 n2 n3 n4 n5) (if (and (sum n4 n2 n3)(sum n5 n1 n2)) (iff (sum n n1 n4)(sum n n5 n3)))),Addition is associative: n1 + (n2 + n3) = (n1 + n2) + n3
13,13.1,(13.12),(forall (n n1 n2) (iff (sum n n1 n2)(sum n n2 n1))),Addition is commutative: n1 + n2 = n2 + n1
13,13.1,(13.13),(forall (n) (if (nonNegInteger n)(product 0 n 0))),The product of a number n and zero is zero
13,13.1,(13.14),(forall (n n1 n2 n3 n4) (if (and (successor n3 n2)(product n4 n1 n2)) (iff (product n n1 n3)(sum n n4 n1)))),Recursive definition of multiplication: n1 * S(n2) = (n1 * n2) + n1
13,13.1,(13.15),(forall (n1 n2 n3) (if (and (nonNegInteger n2)(nonNegInteger n3) (product n1 n2 n3)) (nonNegInteger n1))),The nonnegative integers are closed under multiplication
13,13.1,(13.16),(forall (n) (if (nonNegInteger n)(product n n 1))),One is the identity under multiplication
13,13.1,(13.17),(forall (n n1 n2 n3 n4 n5) (if (and (product n4 n2 n3)(product n5 n1 n2)) (iff (product n n1 n4)(product n n5 n3)))),Multiplication is associative: n1 * (n2 * n3) = (n1 * n2) * n3
13,13.1,(13.18),(forall (n n1 n2) (iff (product n n1 n2)(product n n2 n1))),Multiplication is commutative: n1 * n2 = n2 * n1
13,13.1,(13.19),(forall (n n1 n2 n3 n4 n5 n6) (if (and (sum n4 n2 n3)(product n5 n1 n2)(product n6 n1 n3)) (iff (product n n1 n4)(sum n n5 n6)))),Distributive law: n1 * (n2 + n3) = n1 * n2 + n1 * n3
13,13.1,(13.20),(forall (n1 n2) (if (and (nonNegInteger n1)(nonNegInteger n2)) (iff (lt n1 n2) (exists (n3)(and (posInteger n3)(sum n2 n1 n3)))))),n1 is less than n2 if there is some positive integer n3 such that n2 = n1 + n3
13,13.1,(13.21),(forall (n1 n2)(iff (leq n1 n2)(or (lt n1 n2)(equal n1 n2)))),Less than or equal is either less than or equal
13,13.1,(13.22),(forall (n1 n2)(iff (gt n1 n2)(lt n2 n1))),Greater than is the reverse of less than
13,13.1,(13.23),(forall (n1 n2)(iff (geq n1 n2)(or (gt n1 n2)(equal n1 n2)))),Greater than or equal is either greater than or equal
13,13.1,(13.24),(forall (n) (if (nonNegInteger n)(number n))),A nonnegative integer is a number
13,13.2,(13.25),(forall (a b) (if (and (nonNegInteger a)(posInteger b)) (exists (f) (fraction f a b)))),Fractions a/b exist for nonnegative integer numerator and positive integer denominator
13,13.2,(13.26),(forall (f1 f2 a1 a2 b1 b2 c1 c2) (if (and (fraction f1 a1 b1)(fraction f2 a2 b2) (product c1 a1 b2)(product c2 a2 b1)) (iff (equal f1 f2)(equal c1 c2)))),Two fractions are equal under the usual conditions: a1/b1 = a2/b2 iff a1*b2 = a2*b1
13,13.2,(13.27),(forall (n) (if (nonNegInteger n)(fraction n n 1))),Nonnegative integers can be embedded in rational numbers: n = n/1
13,13.2,(13.28),(forall (f1 f2 a1 a2 b1 b2 c1 c2) (if (and (fraction f1 a1 b1)(fraction f2 a2 b2) (product c1 a1 b2)(product c2 a2 b1)) (iff (lt f1 f2)(lt c1 c2)))),Extension of lt relation to rational numbers: a1/b1 < a2/b2 iff a1*b2 < a2*b1
13,13.2,(13.29),(forall (f f1 f2 a1 a2 b1 b2 c1 c2) (if (and (fraction f1 a1 b1)(fraction f2 a2 b2) (product c1 a1 a2)(product c2 b1 b2)) (iff (product f f1 f2)(fraction f c1 c2)))),Product of two fractions: (a1/b1) * (a2/b2) = (a1*a2)/(b1*b2)
13,13.2,(13.30),(forall (f a b)(if (fraction f a b)(number f))),A fraction is a number
13,13.2,(13.31),(forall (f a b) (if (fraction f a b)(and (number a)(number b)(nequal b 0)))),Product requires a number and a nonzero number for numerator and denominator
13,13.3,(13.32),(forall (s1 e x y) (if (and (lt' e x y) (forall (n)(if (member n s1) (and (geq n 0)(number n)))) (member 0 s1)) (exists (s) (and (scaleDefinedBy s s1 e)(nonNegNumericScale s))))),"If e is lt relation and s1 is a set of nonnegative numbers containing 0, then there is a nonnegative numeric scale"
13,13.3,(13.33),(forall (s) (if (nonNegNumericScale s) (exists (s1 e x y) (and (lt' e x y) (forall (n)(if (member n s1) (and (geq n 0)(number n)))) (member 0 s1) (scaleDefinedBy s s1 e))))),"A nonnegative numeric scale has the lt relation for its ordering and a set of numbers, including zero, as its components"
13,13.3,(13.34),(forall (m s1) (iff (measure m s1) (exists (s2) (and (scale s1)(nonNegNumericScale s2) (functionInto m s1 s2) (monotoneIncreasing m) (forall (x)(if (bottom x s1)(map m x 0))))))),"A measure is a monotone increasing function from a scale into a nonnegative numeric scale, mapping the bottom to zero"
13,13.3,(13.35),(forall (e x y s1 s m n u) (if (and (forall (z)(if (member z s1)(set z))) (exists (w)(and (member w s1)(null w))) (subset' e x y) (scaleDefinedBy s s1 e) (card' m n u)) (measure m s))),Cardinality is a measure on the scale of sets ordered by subset relation
13,13.3,(13.36),(forall (f x y m s1) (if (and (measure m s1)(inScale x s1)(inScale y s1)) (iff (proportion f x y m) (exists (n1 n2) (and (map m x n1)(map m y n2) (fraction f n1 n2)))))),The proportion of x to y is the fraction f = m(x)/m(y) where m is a measure
13,13.3,(13.37),(forall (f x y m) (if (proportion f x y m) (exists (s1) (and (measure m s1)(inScale x s1)(inScale y s1))))),The constraints on the arguments of proportion ensure they're on a scale with the given measure
13,13.3,(13.38),(forall (f s) (iff (identityFunction f s) (and (function f s s) (forall (x)(if (member x s)(map f x x)))))),The identity function maps every element of s into itself
13,13.3,(13.39),(forall (f s) (if (and (nonNegNumericScale s)(identityFunction f s)) (measure f s))),The identity function on a nonnegative numeric scale is a measure
13,13.3,(13.40),(forall (m s1 s2 x y) (if (and (measure m s1)(function m s1 s2)(disjoint s1 s2) (map m x y)) (at x y s2))),"When scales are disjoint, if an entity is mapped to a point by a measure, it is at that point"
13,13.4,(13.41),(forall (x y s1 m) (if (and (leqs x y s1)(measure m s1)) (iff (sameHOM x y s1 m) (exists (f f2) (and (proportion f y x m)(product f2 f f) (leq f2 10)))))),Two entities are the same half-order of magnitude if the proportion squared is ≤ 10 (when x ≤ y)
13,13.4,(13.42),(forall (x y s1 m) (if (and (gts x y s1)(measure m s1)) (iff (sameHOM x y s1 m)(sameHOM y x s1 m)))),"Same half-order of magnitude is symmetric (when x > y, use the other direction)"
13,13.4,(13.43),(forall (x y s1 m) (if (sameHOM x y s1 m) (and (inScale x s1)(inScale y s1)(measure m s1)))),The constraints on the arguments of sameHOM ensure they're on a scale with the given measure
14,14.1,(14.1),(forall (e1 e2) (if (change e1 e2)(and (eventuality e1)(eventuality e2)))),The arguments of change are eventualities
14,14.1,(14.2),(forall (e1 e2) (if (change e1 e2) (exists (x)(and (arg* x e1)(arg* x e2))))),A change of state is a change of state of something - the eventualities e1 and e2 have to involve some common entity x
14,14.1,(14.3),(forall (e1 e2 e3) (if (and (change e1 e2)(change e2 e3)(etc)) (change e1 e3))),"Change is defeasibly transitive - if e1 changes into e2 and e2 changes into e3, then generally there is a change from e1 to e3"
14,14.1,(14.4),(forall (e e1 e2) (if (change' e e1 e2) (or (inconsistent e1 e2) (exists (e3 e4 e5 e6) (and (change' e4 e1 e3)(change' e5 e3 e2) (and' e6 e4 e5)(gen e6 e)))))),"If the states are not inconsistent, then the change must be a composite of two changes through an inconsistent intermediate state"
14,14.1,(14.5),(forall (e e1 e2) (if (and (change e1 e2) (etc)) (inconsistent e1 e2))),"Because change is not normally cyclic, we can defeasibly infer that start and end states are inconsistent"
14,14.2,(14.6),(forall (e x) (iff (changeIn' e x) (exists (e1 e2 e3) (and (arg* x e1)(arg* x e2)(change' e3 e1 e2)(gen e3 e))))),There is a changeIn something when there is a change in its properties
14,14.2,(14.7),(forall (e e1 e3) (if (subst e3 e3 e1 e1) (iff (changeFrom' e e1) (exists (e2 e5) (and (change' e5 e1 e2)(gen e5 e)(inconsistent e3 e2)))))),"changeFrom requires that after the change, no eventuality of the same type as the start state really exists"
14,14.2,(14.8),(forall (e e2 e4) (if (subst e4 e4 e2 e2) (iff (changeTo' e e2) (exists (e1 e5) (and (change' e5 e1 e2)(gen e5 e)(inconsistent e4 e1)))))),changeTo requires that the start state must exclude any other instance of the type which the end state instantiates
14,14.2,(14.9),(forall (e x y z) (iff (move' e x y z) (exists (e1 e2 e3 s) (and (at' e1 x y s)(at' e2 x z s)(change' e3 e1 e2) (gen e3 e))))),An entity x moves from y to z exactly when there is a change from x's being at y to its being at z
14,14.2,(14.10),(forall (s) (if (nonNegNumericScale s)(vertical s))),A nonnegative numeric scale is vertical
14,14.2,(14.11),(forall (s) (if (vertical s) (scale s))),The argument of vertical has to be a scale
14,14.2,(14.12),(forall (e x y z s) (iff (increase x s) (exists (y z e1 e2) (and (at' e1 x y s)(at' e2 x z s)(lts y z s) (vertical s)(change e1 e2))))),"If an entity moves from a point on vertical scale to a higher point, there has been an increase"
14,14.2,(14.13),(forall (e x y z s) (iff (decrease x s) (exists (y z e1 e2) (and (at' e1 x y s)(at' e2 x z s)(lts z y s) (vertical s)(change e1 e2))))),"If an entity moves from a point on a vertical scale to a lower point, there has been a decrease"
17,17.1 Events and Subevents,(17.1),(forall (e1 e2) (if (subevent e1 e2) (not (subevent e2 e1)))),"The subevent relation is antisymmetric - if e1 is a subevent of e2, then e2 is not a subevent of e1."
17,17.1 Events and Subevents,(17.2),(forall (e1 e2 e3) (if (and (subevent e1 e2)(subevent e2 e3)) (subevent e1 e3))),The subevent relation is transitive - subevents of subevents are subevents.
17,17.1 Events and Subevents,(17.3),(forall (e) (iff (event e) (or (exists (e1 e2) (and (nequal e1 e2)(change' e e1 e2))) (exists (e0 e1 e2) (and (nequal e1 e2)(change' e0 e1 e2)(gen e e0))) (exists (e1) (subevent e1 e))))),"An event is an eventuality that involves a change of state - either directly as a change, as generating a change, or as having a subevent that involves change."
17,17.1 Events and Subevents,(17.4),(forall (e) (if (event e)(eventuality e))),Every event is an eventuality.
17,17.1 Events and Subevents,(17.5),(forall (e1 e2) (if (subevent e1 e2) (and (event e1)(event e2)))),The subevent relation holds only between events.
17,17.2 Event Sequences and Conditionals,(17.6),(forall (e e1 e2) (if (and (and' e e1 e2)(event e1)) (and (subevent e1 e)(event e)))),"The aggregate or conjunction of two eventualities is an event if at least one conjunct is an event, and the event conjunct is a subevent of the aggregate."
17,17.2 Event Sequences and Conditionals,(17.7),(forall (e e1 e2) (if (and (and' e e1 e2)(event e2)) (and (subevent e2 e)(event e)))),"By commutativity of conjunction, if the second conjunct is an event, then it is a subevent of the aggregate event."
17,17.2 Event Sequences and Conditionals,(17.8),(forall (e e1 e2) (iff (eventSequence e e1 e2) (and (event e1)(event e2) (and' e e1 e2)(beforeOrMeets e1 e2)))),"Two events are in sequence if one is before or meets the other, and the aggregate of the two events is their reified conjunction."
17,17.2 Event Sequences and Conditionals,(17.9),(forall (e e1 e2) (if (eventSequence e e1 e2) (and (event e)(subevent e1 e)(subevent e2 e)))),The components of an event sequence are subevents and the event sequence is itself an event.
17,17.2 Event Sequences and Conditionals,(17.10),(forall (e e1 e2) (iff (cond e e1 e2) (and (imply' e e1 e2)(event e2) (forall (t) (if (begins t e2)(atTime e1 t)))))),"A conditional event is an implicational relation between some eventuality and an event, where the eventuality must obtain at the beginning of the event."
17,17.2 Event Sequences and Conditionals,(17.11),(forall (e e1 e2) (if (cond e e1 e2)(and (subevent e2 e)(event e)))),"In a conditional event, the consequent event is a subevent and the conditional is itself an event."
17,17.3 Iterations,(17.12),(forall (e e1) (iff (iteration e e1) (exists (e2 e3) (and (eventSequence' e e2 e3)(instance e2 e1) (or (iteration e3 e1)(instance e3 e1)))))),"An iteration is recursively defined as an event sequence where the first element instantiates an event type, and the second element is either another iteration or instance of the same type."
17,17.3 Iterations,(17.13),(forall (e e1 e2) (iff (whileDo e e1 e2) (exists (e3 e4 e5) (and (cond e e1 e3)(eventSequence' e3 e4 e5) (instance e4 e2) (or (whileDo e5 e1 e2)(instance e5 e2)))))),"A whileDo event iterates an event type as long as a condition holds, defined recursively as a conditional whose consequent is a sequence of an instance and either another whileDo or final instance."
17,17.3 Iterations,(17.14),(forall (e e1 e2) (iff (repeatUntil e e1 e2) (exists (e3 e4 e5) (and (eventSequence' e e3 e4)(instance e3 e1) (cond e4 e2 e5) (or (repeatUntil e5 e1 e2)(instance e5 e1)))))),"A repeatUntil event executes an instance of an event type first, then checks a termination condition, defined recursively with the body instance occurring before the conditional check."
17,17.3 Iterations,(17.15),(forall (e s x e1) (iff (forAllOfSeq e s x e1) (exists (y e2 l e3 s1) (or (and (length 1 s)(first y s)(subst y e2 x e1) (equal e e2)) (and (length l s)(gt l 1)(first y s) (subst y e2 x e1)(eventSequence e e2 e3) (forAllOfSeq e3 s1 x e1)(rest s1 s)))))),"A forAllOfSeq event applies an event type to each member of a sequence in turn, defined recursively as either a single instance (for length 1) or an event sequence of the first instance followed by forAllOfSeq on the rest."
17,17.3 Iterations,(17.16),(forall (e1 e) (if (subevent e1 e) (exists (s1 s2 s3) (and (compositeEntity e) (componentsOf s1 e)(propertiesOf s2 e) (relationsOf s3 e) (forall (e2)(iff (member e2 s1)(subevent e2 e))) (forall (e2) (if (member e2 s1) (exists (e3) (and (event' e3 e2)(member e3 s2))))) (forall (e2) (if (member e2 s1) (exists (e3) (and (subevent' e3 e2 e) (member e3 s3))))))))),"A complex event is a composite entity whose components are its subevents, with event properties and subevent relations among its properties and relations."
18,18.2 Spatial Systems and Distance,(18.1),(forall (s) (iff (spatialSystem s) (and (compositeEntity s) (exists (s1) (and (componentsOf s1 s) (forall (x) (if (member x s1)(physobj x))))) (exists (s2 s3) (and (relationsOf s2 s)(subset s3 s2) (forall (e) (if (member e s3) (exists (d x1 x2 u) (distance' e d x1 x2 u s))))))))),A spatial system is a composite entity whose components are physical objects and among whose relations are distance relations between components.
